Row.names,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,wild,ms_level,699_PH1_WH1 (1).mzXML,699_PH1_WH2 (1).mzXML,699_PH1_WH3 (1).mzXML,699_PH1_WH4 (1).mzXML
FT3360,383.203676160514,383.20359959296,383.203821142132,1749.65,1749.63793945312,1750.59130859375,3,3,1,NA,54976.1703936078,68150.524676513,40270.3881240236
FT3361,383.192152943177,383.192117533234,383.192202504973,741.064,740.121032714844,742.914672851562,3,3,1,NA,54599.7883076478,54255.8827827608,43662.369881611
FT3362,383.200919740609,383.173971304658,383.227868176559,1649.44755615234,1640.61511230469,1658.28,2,2,1,NA,10669.3459999998,NA,15258.0965917971
FT3363,383.217719006126,383.217719006126,383.217719006126,1469.55456542969,1469.55456542969,1469.55456542969,1,1,1,25780.4803344714,NA,NA,NA
FT3364,383.259971381351,383.259971381351,383.259971381351,2054.44262695312,2054.44262695312,2054.44262695312,1,1,1,NA,NA,23354.3007486976,NA
FT3365,383.222278035718,383.222106791379,383.222570969872,133.76921081543,126.485496520996,141.958374023438,3,1,1,107053.509834595,NA,NA,NA
FT3366,383.313195167431,383.313074887539,383.313315447322,1100.10487060547,1099.10974121094,1101.1,2,2,1,NA,82765.3286572272,28063.8513586436,NA
FT3367,383.293244767571,383.293215972035,383.293273563106,1192.58793212891,1192.13586425781,1193.04,2,2,1,NA,35880.7045056156,37551.0495566229,NA
FT3368,383.303764610422,383.303764610422,383.303764610422,2128.78564453125,2128.78564453125,2128.78564453125,1,1,1,25117.1712929689,NA,NA,NA
FT3369,383.289985030882,383.289985030882,383.289985030882,1388.4326171875,1388.4326171875,1388.4326171875,1,1,1,28077.2279960936,NA,NA,NA
FT3370,383.286492132537,383.286376884967,383.286580217598,890.522125244141,890.117,893.67041015625,4,4,1,32644.7601014158,79025.3410253906,79875.6630983476,32944.3095230105
FT3371,383.354369585888,383.354369585888,383.354369585888,2018.98779296875,2018.98779296875,2018.98779296875,1,1,1,NA,NA,13987.6844653319,NA
FT3372,384.114949761876,384.088508878417,384.11897040877,141.032600402832,125.569694519043,156.796,6,4,1,100239.37615446,21833.3606566163,41071.4781217448,71082.0947764648
FT3373,384.114718352018,384.114545072949,384.114844899421,434.164,413.494842529297,436.318389892578,5,4,1,1075091.91441328,1003916.58383496,942773.168849855,1007822.70169744
FT3374,384.049904527836,384.049703588463,384.050079695521,846.103250244141,824.757019042969,866.935729980469,6,4,1,120934.692612305,58171.0853356935,57530.8431797736,35284.8807663575
FT3375,384.11479962718,384.11479962718,384.11479962718,284.124,284.124,284.124,1,1,1,NA,85152.4125859371,NA,NA
FT3376,384.125425148562,384.125425148562,384.125425148562,599.414611816406,599.414611816406,599.414611816406,1,1,1,NA,NA,NA,20576.938260742
FT3377,384.262510419996,384.262329405648,384.262580467729,995.689134033203,940.511291503906,1053.81579589844,12,4,1,40352.5693166198,50932.0841824864,61249.5736222412,54773.8758209995
FT3378,384.193037627005,384.19284783732,384.193182108426,1907.53393554688,1905.54,1907.81628417969,3,3,1,35278.4748629056,19750.4677075197,15716.3716735844,NA
FT3379,384.262299824238,384.262299824238,384.262299824238,704.306457519531,704.306457519531,704.306457519531,1,1,1,NA,NA,NA,16120.1328936767
FT3380,384.220905346251,384.220905346251,384.220905346251,1469.02783203125,1469.02783203125,1469.02783203125,1,1,1,NA,NA,NA,81637.8130957037
FT3381,384.203494084076,384.203494084076,384.203494084076,2031.71997070312,2031.71997070312,2031.71997070312,1,1,1,11058.5796716309,NA,NA,NA
FT3382,384.266037353597,384.158994466524,384.345232026913,1306.75396728516,1196.9794921875,1349.54,8,4,1,16052.2010498047,44350.5387114252,28834.7520429686,32635.9188089689
FT3383,384.201597549499,384.201419434624,384.201775664374,853.039733886719,852.766357421875,853.313110351562,2,2,1,NA,NA,87356.7733293942,19252.8788323974
FT3384,385.091916710673,385.091586658789,385.104608787792,140.123,123.769,182.479293823242,20,4,1,1476682.9548612,760726.019882814,750152.715049479,1309670.0240293
FT3385,385.057662126658,385.057477315962,385.057882162496,826.194854736328,823.414306640625,864.938049316406,6,4,1,148910.713130373,53195.1215249996,31389.3797741695,95147.5569427084
FT3386,385.118043426653,385.117815541026,385.118104404647,434.544844848633,433.760437011719,436.318389892578,4,4,1,162472.472527618,184583.416110338,137492.25721944,185781.071152541
FT3387,385.129449816047,385.129256502893,385.129545058456,1676.62316894531,1675.82275390625,1676.8,3,3,1,NA,81152.6092492666,86333.7856586916,42725.997944338
FT3388,385.116504069699,385.116504069699,385.116504069699,1849.68029785156,1849.68029785156,1849.68029785156,1,1,1,NA,NA,13022.1491809084,NA
FT3389,385.184986999859,385.184911005398,385.185215946368,753.582122802734,752.76,754.859558105469,4,4,1,39376.2715084133,56286.3731648956,22036.4248282472,43835.7339165041
FT3390,385.230464248635,385.166784430496,385.246502875116,1492.04221435547,1468.24,1543.95,6,2,1,250030.587251441,28464.2421874987,NA,NA
FT3391,385.189702648621,385.189649299368,385.203471064858,1365.45,1352.51,1366.59057617188,3,2,1,NA,27638.8655039472,26669.3204498293,NA
FT3392,385.222073079312,385.221897971861,385.222248186763,990.856918701172,989.418,992.295837402344,2,2,1,25604.9635713498,70437.5144328427,NA,NA
FT3393,385.29203664182,385.291791596227,385.292184472652,1922.22178222656,1917.64282226562,1932.02783203125,6,4,1,395207.193497219,200265.899531246,192874.578320319,180338.368935553
FT3394,385.225728355683,385.202666556649,385.225902201939,1656.02038574219,1632.419921875,1656.24,5,4,1,90680.0786429533,71167.6312499987,48389.90128711,70528.2484155267
FT3395,385.361007835434,385.172296332467,385.361170208352,2018.76302246094,2018.69067382812,2098.80712890625,4,4,1,29479.9079589844,47502.8371772769,16774.5734296874,48112.3600819747
FT3396,385.269174061813,385.269115103873,385.277969225282,1349.52465820312,1273.72,1402.34423828125,7,4,1,342209.695982146,322489.265097659,378241.90682478,528701.639446285
FT3397,385.729522721095,385.729377959273,385.729667482917,997.135620117188,996.137268066406,998.133972167969,2,2,1,27442.9309303894,NA,NA,23022.3349786377
FT3398,385.744461281036,385.744352102893,385.74457045918,698.426818847656,698.36083984375,698.492797851562,2,2,1,NA,NA,37084.4303620608,131845.531457749
FT3399,386.108980917089,386.092161897188,386.109289549708,139.220642089844,138.309,140.132080078125,3,3,1,23862.783717041,90909.9313019205,42576.8877482912,NA
FT3400,386.061099174732,386.061099174732,386.061099174732,865.940979003906,865.940979003906,865.940979003906,1,1,1,31816.9080831054,NA,NA,NA
FT3401,386.22792446355,386.22757629837,386.251508172812,1498.91381835938,1469.02783203125,1543.95,13,4,1,809190.785217168,756364.321998053,338815.878046882,296147.469908852
FT3402,386.246128207306,386.246068297792,386.246203441111,698.875428710938,696.500061035156,700.341125488281,4,4,1,201001.985441233,183027.127904188,181807.596063314,250441.047249767
FT3403,386.206767057007,386.206690016422,386.206844097593,1367.03472900391,1366.4814453125,1367.58801269531,2,2,1,NA,NA,42768.6483044434,37457.8544251432
FT3404,386.229011750982,386.229011750982,386.229011750982,1657.26,1657.26,1657.26,1,1,1,NA,10638.0243347166,NA,NA
FT3405,386.231788108914,386.15727240983,386.231869920581,812.158294677734,808.873718261719,866.636,4,4,1,16925.0723571776,21742.9762137048,20375.6170596517,28295.9756103686
FT3406,386.302467899673,386.302232779792,386.302703019553,1558.13268798828,1556.63,1559.63537597656,2,2,1,50729.227564087,20426.9788964843,NA,NA
FT3407,386.281483411003,386.281403600694,386.281563221311,1402.14672851562,1401.76611328125,1402.52734375,2,2,1,NA,NA,56897.9140045164,65561.6437901004
FT3408,386.733420715175,386.733263240163,386.733434894628,812.208312988281,808.873718261719,813.193786621094,5,4,1,21197.9890722655,33002.4344403078,29125.0006282756,74700.3894174804
FT3409,386.747931024426,386.747750136656,386.747940527272,698.36083984375,697.422,701.31298828125,3,3,1,202627.704982424,472264.392710476,NA,196423.271303713
FT3410,387.107609038894,387.080390391548,387.120377746818,138.309867858887,123.771751403809,178.346,30,4,1,236594.554635417,374863.143035157,287494.494787109,724052.505592106
FT3411,387.107128530562,387.106983176313,387.107409190133,534.210968017578,509.749420166016,566.396850585938,18,4,1,26732.9246518553,32112.2837338872,42023.1243404945,93258.8261595694
FT3412,387.213649862286,387.167099494807,387.254952132225,1558.91619873047,1493.16430664062,1629.38,18,4,1,310204.283192139,319128.666533204,240400.869920658,202580.547011717
FT3413,387.210037590655,387.179674149265,387.235261986623,1367.58801269531,1348.11877441406,1390.55,9,4,1,154407.958898206,136695.036557618,158496.538880209,112005.185314453
FT3414,387.180051530902,387.169561455,387.198073080122,1448.16953369141,1446.25085449219,1448.99682617188,6,4,1,53598.2340579423,4100979.64942211,4067130.09930176,2848458.0019397
FT3415,387.136682394063,387.042524379061,387.239912991455,1173.93359375,1069.39807128906,1181.33862304688,8,3,1,273815.486319173,NA,16487.585697266,124809.200849152
FT3416,387.249500452784,387.249408765495,387.249615137799,698.917022705078,697.422,701.31298828125,4,4,1,917167.756233723,877959.297184279,796742.649837238,367703.611664054
FT3417,387.235018415401,387.173116273303,387.235270667596,810.981,761.017,812.208312988281,5,4,1,163587.860540428,172476.621946232,162427.374670483,180403.595337202
FT3418,387.293666512077,387.284660582553,387.294110808977,1343.19165039062,1243.21,1382.57995605469,21,4,1,56783.1589737957,99275.387773132,490629.206183038,104146.329363556
FT3419,387.277608851225,387.277608851225,387.277608851225,2191.6142578125,2191.6142578125,2191.6142578125,1,1,1,NA,NA,NA,22164.2271016442
FT3420,387.751106115105,387.751018176576,387.751199959967,697.924499511719,696.443,701.31298828125,4,4,1,2867184.21547851,1194655.27267299,2196747.21425781,2926681.62555599
FT3421,387.736825843181,387.736624640763,387.736944556927,811.042156494141,808.873718261719,813.193786621094,4,4,1,232455.712789257,130584.55705625,134232.357949136,206797.627229492
FT3422,387.741676651485,387.74145986669,387.741794183448,1133.41010498047,1131.85070800781,1134.62280273438,4,4,1,188696.947875974,493413.874946237,517290.245576954,176771.646777353
FT3423,387.775822643277,387.775718181139,387.775927105415,850.915178710937,849.064,852.766357421875,2,2,1,NA,24479.3589226125,NA,30495.7792298785
FT3424,388.057822768895,388.057658020613,388.058004895406,1178.73384765625,1170.68383789062,1182.38464355469,4,4,1,130716.215867191,485675.797237061,411841.20701245,469818.057474368
FT3425,388.119943079083,388.107290818284,388.132595339882,126.035472869873,123.771751403809,128.299194335938,2,2,1,195721.290888428,NA,40026.5050676758,NA
FT3426,388.196141860915,388.195904332222,388.196267147337,1625.35021972656,1625.146484375,1627.37,4,4,1,97831.5912720739,87968.6144449865,85951.7397509766,64183.6164374995
FT3427,388.25273408712,388.252675519496,388.252794023043,697.891419921875,696.500061035156,701.31298828125,4,4,1,1676583.74918489,3438321.93551288,3024288.8949153,4068350.04406642
FT3428,388.238411793374,388.238346802965,388.238572061118,811.594656494141,809.908203125,813.193786621094,4,4,1,398993.029131972,412165.776793943,350536.46222542,630331.341457273
FT3429,388.24335837247,388.24335837247,388.24335837247,1792.76,1792.76,1792.76,1,1,1,NA,25806.745159357,NA,NA
FT3430,388.217211823508,388.182916947373,388.243660392403,1483.48,1448.08471679688,1559.142578125,12,4,1,3345008.14054868,337475.264189455,216637.754464286,399870.823126152
FT3431,388.393459656339,388.393230753097,388.39359088024,2015.26,1997.52,2027.95,4,1,1,NA,1740817.86739956,NA,NA
FT3432,388.297153978809,388.296867135083,388.317905929666,1327.39111328125,1307.28344726562,1381.63269042969,17,4,1,84030.9838460289,65921.4166723628,157053.305245226,49382.6643665489
FT3433,388.277641148151,388.277638570753,388.277667563827,849.11962890625,849.064,849.64794921875,3,3,1,NA,55448.2467300781,53363.9754923706,54541.7989170916
FT3434,388.754372977429,388.740496333839,388.754481588932,699.348937988281,696.500061035156,702.30712890625,5,4,1,9709649.20492186,8114092.30678514,7366292.13984374,10436892.8998555
FT3435,388.740076874547,388.74001964379,388.740221953202,811.594656494141,810.955810546875,813.193786621094,4,4,1,529195.131722865,567329.257767581,500238.41555864,614333.277350296
FT3436,388.74019842813,388.74019842813,388.74019842813,921.921,921.921,921.921,1,1,1,NA,80622.4159545897,NA,NA
FT3437,388.706018519107,388.706018519107,388.706018519107,475.861,475.861,475.861,1,1,1,NA,12274.8341254883,NA,NA
FT3438,389.096527356566,389.095997280595,389.135864248864,128.303344726562,122.882743835449,182.479293823242,19,4,1,2707818.87677455,1849161.91894531,37372.548472461,1266530.04166667
FT3439,389.061080228864,389.060950759877,389.061263207097,1179.33,1170.68383789062,1182.38464355469,5,4,1,121416.233950805,186179.094609372,595200.085417579,175476.191064459
FT3440,389.111470621458,389.11132380102,389.111617441896,1797.62414550781,1797.10363769531,1798.14465332031,2,2,1,NA,NA,50345.2300000019,71252.2206093758
FT3441,389.241813600423,389.241683046743,389.261425256079,812.701049804688,809.908203125,819.5634765625,6,4,1,1218047.76133112,1366640.97812467,1133997.24803677,1369749.29784167
FT3442,389.255948230908,389.239091962955,389.256102448125,697.924499511719,680.705932617188,712.50048828125,6,4,1,8515669.63232374,5339535.82649609,6732510.67187657,9279397.20316406
FT3443,389.186712129903,389.186511266148,389.225772684282,1448.17,1447.49609375,1484.01672363281,5,4,1,276314.266832777,69613.8695530489,40048.8042753899,37821.7491560876
FT3444,389.25115625694,389.250908946522,389.251348763278,1614.95982910156,1612.88696289062,1624.14660644531,4,3,1,NA,13219.0029840085,12367.1118243405,33391.3645625004
FT3445,389.225830192652,389.225704937047,389.226105120453,1205.12,1175.43,1206.13928222656,7,4,1,149857.876679685,159669.692656253,271204.129561524,265270.95038804
FT3446,389.3107643171,389.3107643171,389.3107643171,2191.6142578125,2191.6142578125,2191.6142578125,1,1,1,NA,NA,NA,15716.3297840711
FT3447,389.300505130226,389.300141655585,389.300741405755,1327.33129882812,1254.30676269531,1381.61767578125,17,4,1,362314.64453125,936231.813244248,975518.416578952,949440.573712992
FT3448,389.270360248225,389.270210438814,389.330178126781,1686.12316894531,1683.90148925781,1688.16,5,4,1,37979.3855773489,20258.7219726572,39755.5941777545,23378.4774450679
FT3449,389.297876187669,389.297876187669,389.297876187669,787.924,787.924,787.924,1,1,1,NA,16969.5314674804,NA,NA
FT3450,389.28565473505,389.28565473505,389.28565473505,873.723,873.723,873.723,1,1,1,NA,19460.6985234374,NA,NA
FT3451,389.752226724027,389.743794640995,389.757751464844,699.409790039062,693.524291992188,702.30712890625,8,4,1,17706761.9933076,9017334.01722221,38254.1095999755,19126751.22325
FT3452,389.771752082766,389.768881726123,389.77392970155,699.348937988281,694.534240722656,701.31298828125,3,3,1,67775.5987953094,NA,64052.0266772461,79037.565751909
FT3453,390.064579155053,390.064262791066,390.064745919794,1178.25685791016,1170.68383789062,1180.44360351562,4,4,1,1197175.86037504,3615204.99013247,4053433.0539396,943917.738020872
FT3454,390.130254645011,390.12135503333,390.139154256692,134.208000183105,128.299194335938,140.116806030273,2,2,1,142525.776285575,NA,NA,92329.422350135
FT3455,390.110793236014,390.110793236014,390.110793236014,1797.04052734375,1797.04052734375,1797.04052734375,1,1,1,20659.0578673097,NA,NA,NA
FT3456,390.124811849024,390.124811849024,390.124811849024,1672.79089355469,1672.79089355469,1672.79089355469,1,1,1,NA,NA,15471.4228388668,NA
FT3457,390.243786163432,390.116092585589,390.253744176358,788.456451416016,771.363647460938,812.037,10,4,1,40104.3105196813,29196.4240800783,81771.4208166963,42056.5409647306
FT3458,390.25567139212,390.242290529741,390.261679099548,699.902893066406,692.518371582031,711.477966308594,8,4,1,61701.5515703136,70352.8450332022,62406.3170170902,269886.266693073
FT3459,390.231645483339,390.231601851393,390.231689115284,1439.48015136719,1439.4,1439.56030273438,2,2,1,23050.9597288519,31381.120262639,NA,NA
FT3460,390.333593310282,390.333468499681,390.334044087248,1684.87219238281,1684.08,1685.08190917969,4,4,1,32139.9829956053,56740.1886206056,42112.3662278053,61700.9166762698
FT3461,390.284668051924,390.284620827142,390.284715276705,1589.77801513672,1587.87561035156,1591.68041992188,2,2,1,NA,NA,30396.0182125242,46651.5460953773
FT3462,390.284682406928,390.284506684075,390.284858129781,1355.96343994141,1351.44055175781,1360.486328125,2,2,1,NA,NA,12221.3455224607,59246.3628356936
FT3463,390.301139812166,390.301075245351,390.301204378981,997.144012451172,997.134338378906,997.153686523438,2,2,1,43800.6260002963,NA,NA,25005.6294060061
FT3464,390.301303849164,390.301067998519,390.301459014604,820.12109375,788.962890625,853.619384765625,6,4,1,39098.4569041341,119579.604489331,83192.2826679691,54494.0891909179
FT3465,390.759477306485,390.759409810174,390.759602497127,699.406707763672,697.422,702.328369140625,4,4,1,344870.889289837,274451.972406615,125405.653581381,207029.838933817
FT3466,391.112102760759,391.111755975515,391.124679811297,139.670082092285,122.872,169.421661376953,14,4,1,735889.41403657,510776.182668751,298666.257440105,908551.177248535
FT3467,391.164231151778,391.146095455325,391.245328132314,1676.71158447266,1648.76037597656,1684.90026855469,10,4,1,71252.3812081898,67860.4482836909,81162.2854414064,39042.9360253904
FT3468,391.182499664737,391.182357657314,391.182877395144,1091.35998535156,1090.41711425781,1122.51306152344,5,4,1,7911551.46653315,8463093.89366737,8419827.5957675,7040015.5480131
FT3469,391.212833341752,391.212637133558,391.212851139486,2191.55847167969,2190.52,2191.74047851562,4,4,1,150354.412363285,418973.93657484,428727.536632078,446774.691633786
FT3470,391.260389382596,391.260389382596,391.260389382596,2037.05,2037.05,2037.05,1,1,1,NA,17387.820194336,NA,NA
FT3471,391.283958687091,391.234951481349,391.284187457502,1456.7724609375,1359.46911621094,1566.55090332031,43,4,1,175383.506554689,159208.561179686,124059.986035162,136339.03243653
FT3472,391.284016749714,391.283563397822,391.284152281041,937.45166015625,831.855163574219,1027.07055664062,43,4,1,198667.027854488,201289.716928125,318282.756483398,180315.368283695
FT3473,391.28398869469,391.283723632058,391.341128571216,655.323181152344,586.186889648438,714.569641113281,25,4,1,10303.4841093748,37314.3932223128,147375.493890626,28731.0719998874
FT3474,391.283909367725,391.283620193413,391.284108456611,416.801391601562,347.151428222656,474.247863769531,23,3,1,210271.660067187,NA,189476.570250001,176627.359473633
FT3475,391.28387341116,391.283702191617,391.284130727634,528.16650390625,479.070404052734,581.321533203125,19,4,1,229178.860868749,162696.146255858,221531.793833983,239504.93809277
FT3476,391.284008872746,391.283853974477,391.284184899152,275.981903076172,222.057571411133,333.602020263672,20,2,1,NA,NA,180831.248060937,193335.17588789
FT3477,391.283952758805,391.20606983063,391.304642185371,1285.73132324219,1228.59411621094,1350.50219726562,24,3,1,86016.9889160176,NA,192101.972708336,311046.20108203
FT3478,391.283999811449,391.283848728522,391.284188969161,776.60302734375,728.246520996094,819.28466796875,19,3,1,686548.733730466,NA,333104.958203127,413899.279898048
FT3479,391.283931415957,391.283602392222,391.284069557416,171.37629699707,132.856872558594,215.631500244141,17,2,1,NA,NA,251185.095403125,212026.215422712
FT3480,391.283974028559,391.283747374823,391.284273410697,1941.91711425781,1864.49182128906,1997.66491699219,16,2,1,NA,NA,43295.0184484877,50372.3149609362
FT3481,391.283870074834,391.283606789844,391.283986157671,2299.73901367188,2268.1767578125,2338.73779296875,7,1,1,NA,NA,26822.8668105461,NA
FT3482,391.2839163062,391.283404789163,391.284267428741,1118.0634765625,1039.45556640625,1197.96264648438,38,4,1,138965.219882806,105963.71030273,635364.636937317,456643.919929386
FT3483,391.283905640568,391.283816445577,391.28416129404,1751.15753173828,1678.84509277344,1857.09631347656,22,2,1,NA,NA,78347.9766601569,98277.2687109345
FT3484,391.283948874765,391.283652479594,391.284207945973,2082.83349609375,2040.06982421875,2146.4228515625,11,4,1,844162.680059531,716411.282553019,104981.529819335,29766.7757708725
FT3485,391.284043468782,391.283869888808,391.284276956698,2191.6142578125,2151.48779296875,2230.36743164062,7,2,1,NA,NA,188897.949312746,35951.1684082038
FT3486,391.684281551025,391.684187270823,391.684581943611,1091.35999267578,1089.54833984375,1091.97705078125,4,4,1,2633603.1657585,1029021.27796873,2710235.41110813,2355535.33918153
FT3487,392.115748867142,392.097052691414,392.115956825785,125.121688842773,123.769,144.677429199219,6,4,1,358136.477293359,211424.046958984,533401.377859131,232003.157246094
FT3488,392.08595702398,392.08595702398,392.08595702398,1755.00122070312,1755.00122070312,1755.00122070312,1,1,1,11749.4194186403,NA,NA,NA
FT3489,392.064448867302,392.060047015292,392.253974978662,1178.81365966797,1142.7939453125,1187.95751953125,6,4,1,12663.1467846678,11159.6297607425,91836.138019015,37158.1142700209
FT3490,392.185742946343,392.185721373036,392.186197380313,1091.23352539062,1090.41711425781,1093.97314453125,4,4,1,262417.045859374,191167.640156251,537196.466601561,420906.326794431
FT3491,392.195426930702,392.186475697258,392.195583642435,734.527099609375,731.63,755.659118652344,5,4,1,140771.29378125,94017.6684250044,84272.0728052281,26575.0977982585
FT3492,392.230914095659,392.2075788517,392.254272057062,1565.18020507813,1555.416015625,1575.55,4,3,1,27510.2051684569,34134.9375805665,52562.7292416615,NA
FT3493,392.216099881969,392.216095527305,392.216104236633,2191.01134277344,2190.52,2191.50268554688,2,2,1,NA,71654.3781706885,70066.032198487,NA
FT3494,392.179009847155,392.179009847155,392.179009847155,422.460693359375,422.460693359375,422.460693359375,1,1,1,NA,NA,14838.2665942993,NA
FT3495,392.287205722736,392.287068859841,392.287342585632,2106.69220214844,2106.62,2106.76440429688,2,2,1,NA,195359.800781918,180089.263319091,NA
FT3496,392.708285307587,392.708106338461,392.708353440955,817.7045,800.434,834.537,6,3,1,NA,40127.3747341301,461743.87593946,19609.6303608404
FT3497,393.127128649281,393.051156885995,393.140371971761,134.687408447266,123.771751403809,177.348,29,4,1,119266.574820964,202037.344420899,237262.590840235,79596.3126491292
FT3498,393.196417241552,393.179734096213,393.213375649394,1001.94152832031,940.442321777344,1010.85,8,4,1,54256.1885229493,69150.7910540771,55257.4575734858,43664.5497673152
FT3499,393.198929868166,393.198856780637,393.199120848035,731.105926513672,730.367248535156,732.669,4,4,1,630855.754139085,701882.249265147,251674.568524412,227358.413056642
FT3500,393.285838527468,393.272098174258,393.30029206278,1421.59649658203,1420.75903320312,1424.88,8,4,1,22240141.8159007,19745835.108874,18395675.8903124,21028928.2720589
FT3501,393.308709672353,393.308392030169,393.315086933398,1846.08457275391,1831.70544433594,1847.73742675781,6,4,1,72583.5272032756,60090.5685831114,43882.6987426765,53258.4289160147
FT3502,393.297007794313,393.1983759195,393.297222486133,2100.82641601562,2053.73071289062,2111.69750976562,5,4,1,13682.8582045202,1449820.43933337,501273.051605904,423642.999882788
FT3503,393.271806129121,393.271561021233,393.271890269372,1542.85297119141,1542.68310546875,1544.43286132812,4,4,1,82986.5693987164,72416.9583325217,128225.665244142,134324.045682526
FT3504,393.271672542366,393.15802459066,393.27212314325,1646.41776855469,1610.30224609375,1705.74621582031,4,3,1,41339.3574096678,16658.9710366827,9861.18995744979,NA
FT3505,393.751295953057,393.751295953057,393.751295953057,794.113464355469,794.113464355469,794.113464355469,1,1,1,43228.9172402571,NA,NA,NA
FT3506,394.233187034467,394.20217697726,394.266000304243,734.942749023438,683.866821289062,796.305297851562,13,4,1,92644.7386179194,130308.057992354,201297.423038569,184222.812418328
FT3507,394.149280803636,394.149005011045,394.149669168078,873.712585449219,866.298706054688,876.582580566406,5,3,1,NA,20326.4920733643,52338.1928869708,38164.9416162517
FT3508,394.15242443134,394.152320659804,394.152475874519,127.370590209961,125.579,128.299194335938,3,3,1,79852.1389343264,107726.039778125,235879.38148291,NA
FT3509,394.26616170662,394.265889352863,394.266434060377,962.18842578125,962.1728515625,962.204,2,2,1,NA,27945.0174534667,36996.7474501952,NA
FT3510,394.289103611674,394.289003791239,394.357248684199,1421.271484375,1351.48962402344,1422.07,6,4,1,4766385.741335,2010113.33750002,3909258.01452203,4541408.38989431
FT3511,394.356897168244,394.356631202687,394.366196933905,1542.99,1533.81201171875,1585.38,5,4,1,39763.0148763002,30943.5987963877,122420.200872007,23667.2968440129
FT3512,394.292371815606,394.260966526249,394.30061748514,2045.14770507812,2013.66528320312,2111.55,3,3,1,NA,300961.852723965,51332.1546796863,24983.0583117677
FT3513,394.300374930194,394.300374930194,394.300374930194,2331.84008789062,2331.84008789062,2331.84008789062,1,1,1,46344.1549045148,NA,NA,NA
FT3514,394.32897527848,394.32897527848,394.32897527848,1880.65,1880.65,1880.65,1,1,1,NA,26660.7972465823,NA,NA
FT3515,395.117189362616,395.079335865985,395.117487503937,132.85831451416,123.775856018066,150.202,10,4,1,130377.261064453,307970.885164844,125532.559340332,92637.9927897131
FT3516,395.137436559765,395.13717689693,395.137554555163,1492.205078125,1492.11,1492.46166992188,4,4,1,53098.8731015629,97488.5486572254,87506.854642052,81157.467224122
FT3517,395.062032739373,395.061963384616,395.240178873771,1912.59259033203,1824.41,1961.21105957031,8,4,1,105839.364440106,295494.501879885,90010.1577880889,78011.8539843729
FT3518,395.193134622257,395.173491027765,395.193374538579,1656.60809326172,1616.01,1657.26,6,4,1,40169.0648680622,21686.0942431637,36764.9714280003,21229.1594787605
FT3519,395.072144656846,395.071519136772,395.237123317692,805.890625,733.871154785156,815.15478515625,5,3,1,19527.6035306549,NA,13926.9200069825,15435.8836029055
FT3520,395.234140507501,395.214089160949,395.234151320893,2050.296875,2050.19,2112.56,3,2,1,NA,189994.316019812,180021.802610425,NA
FT3521,395.192083356841,395.192083356841,395.192083356841,602.353332519531,602.353332519531,602.353332519531,1,1,1,NA,NA,NA,9154.12431005881
FT3522,395.155822544096,395.155703213722,395.1559825825,128.30126953125,125.579,150.260025024414,6,4,1,959480.076057815,834028.827636719,2491647.53258799,663680.072851565
FT3523,395.292493486908,395.292428122805,395.292623294235,1421.86989990234,1421.01977539062,1422.44470214844,4,4,1,376879.453110044,335733.242378646,321761.570781493,338588.16454274
FT3524,395.287471625646,395.287267833921,395.288025732481,1687.52728271484,1684.90026855469,1688.16,4,4,1,21516.5884645995,42632.5685154214,18024.4073868815,26650.7931137701
FT3525,395.36927673268,395.369243415563,395.369310049798,1585.51312988281,1584.66625976562,1586.36,2,2,1,NA,48412.201107635,NA,22579.7798299155
FT3526,395.330340555408,395.330281839059,395.330399271757,1972.82700683594,1972.36401367188,1973.29,2,2,1,22370.7904492199,31093.1208535155,NA,NA
FT3527,395.743574118645,395.74340407881,395.743730591147,1091.08923339844,1089.54833984375,1098.31140136719,5,4,1,128126.539794922,98110.6510546816,111659.077111816,235238.430261578
FT3528,395.728078632366,395.728078632366,395.728078632366,1960.39697265625,1960.39697265625,1960.39697265625,1,1,1,NA,NA,NA,8739.5585235597
FT3529,395.787156455021,395.787156455021,395.787156455021,588.263732910156,588.263732910156,588.263732910156,1,1,1,NA,NA,NA,49872.0483572269
FT3530,396.061096072091,396.061096072091,396.061096072091,1918.66589355469,1918.66589355469,1918.66589355469,1,1,1,33851.5426338332,NA,NA,NA
FT3531,396.245625710635,396.245045938369,396.248758000547,1089.54833984375,1029.10229492188,1091.36,7,4,1,1752768.22004045,761275.365937484,1733260.40858248,1709591.44958983
FT3532,396.254211830426,396.241738267355,396.254366116539,780.796923583984,709.719116210938,781.869445800781,4,4,1,49737.8674968609,85637.5006556921,35177.8236950686,86859.1341433751
FT3533,396.200328744954,396.200328744954,396.200328744954,1661.36,1661.36,1661.36,1,1,1,NA,9007.39614379909,NA,NA
FT3534,396.306266487266,396.306266487266,396.306266487266,1271.7,1271.7,1271.7,1,1,1,NA,11401.1828712971,NA,NA
FT3535,396.271756009384,396.271372965617,396.372561755274,1542.69952392578,1532.99365234375,1585.88269042969,10,4,1,40244.2131181198,126496.839462894,47105.8269843757,21264.4104817695
FT3536,396.728233056897,396.728137876783,396.728462015186,1514.88717041016,1513.85949707031,1514.9990234375,4,4,1,60296.49808919,166004.291494197,70704.0212226551,61779.2662500023
